Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Ulania wilsoni,,,,,,"T. Qi. 1990. A New Genus, Ulania, of Hyracodontidae (Perissodactyla, Mammalia). Vertebrata PalAsiatica 28(3):218-227",Can't access paper,,,Asia
Ulanomys mirificus,,,,,,"D. Dashzeveg. 1990. The earliest rodents (Rodentia, Ctenodactyloidea) of Central Asia. Acta Zoologica Cracoviensia 33(2):11-35",Can't find paper,,,Asia
Ulausuodon parvus,,,,,,C.-K. Hu. 1963. A New Eocene Anthracothere. Vertebrata PalAsiatica 7(4):310-316,Can't access paper,,,Asia
Urtinotherium intermedium,60,45,1,1,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup. Mat. Chow and Chew(1963),,,Asia
Urtinotherium parvum,,,,,,"Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution S Li, Q Jiangzuo, T Deng - Historical Biology, 2022",No m1?,,,Asia
Variviverra vegetatus,5.8,3.9,2,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Viriosomys jingweni,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",Upper teeth only.,,,Asia
Wangictis tedfordi,12.1,5.3,1,1,,"Full reference: B. Wang and Z. Qiu. 2003. Notes on Early Oligocene ursids (Carnivora, Mammalia) from Saint Jacques, Nei Mongol, China. Bulletin of the American Museum of Natural History 279:116-124",Alternative combination: Pachycynodon tedfordi,,,Asia
Wania chowi,3.08,1.94,1,1,,"A NEW ZHELESTID (MIXOTHERIDIA, MAMMALIA) FROM THE PALEOCENE OF QIANSHAN, ANHUI Wang Yuanqing 1995",,,,Asia
Wanogale hodungensis,,,,,,Q. Xu. 1976. New Materials of Anagalidae from the Palaeocene of Anhui (B). Vertebrata PalAsiatica 14(3):242-251,m2 only in jaw fragment,,,Asia
Wanolestes lii,2.25,1.35,1,1,,"Huang and Zheng, 2002. A NEW GENUS OF SORICOMORPHA (MANNALIA) FROM THE LATE PALEOCENE OF QIANSHAN BASN, ANHUI PROVNCE",,,,Asia
Wanostylops promissus,3.1,1.6,1,1,,"MAMMALIAN REMAINS FROM THE LATE PALEOCENE OF JIASHAN, ANHUI HUANG Xue-Shi",,,,Asia
Wanostylops youngi,,,,,,"EARLY TERTIARY MAMMALS OF XUANCHENG BASIN, ANHUI PROVINCE AND ITS IMPLICATION
H Xueshi, Z Jiajian - Vertebrata Palasiatica, 1997",No lower teeth,,,Asia
Wanotherium xuanchengensis,9.45,7.55,2,2,,"????, ???????????",,,,Asia
Witenia yolua,2.63,1.88,1,1,,"Helder Gomes Rodrigues; Laurent Marivaux; Monique Vianey-Liaud (2012). The Cricetidae (Rodentia, Mammalia) from the Ulantatal area (Inner Mongolia, China): New data concerning the evolution of Asian cricetids during the Oligocene. , 56(none), –. doi:10.1016/j.jseaes.2012.05.007",,,,Asia
Wutucoryphodon dabuensis,28.5,20.8,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Wutucoryphodon xianwui,32.7,21.6,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Wutuhyus primiveris,4.15,3.275,2,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Xanthorhysis tabrumi,2.25,1.85,1,1,,"A new genus of Tarsiidae (Mammalia: Primates) from the middle Eocene of Shanxi Province, China, with notes on the historical biogeography of tarsiers KC BEARD 1998",,,,Asia
Xueshimys dissectus,1.26,0.89,8,8,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Yimengia laiwuensis,8.9,5.5,1,1,,"T. Qi and Z. Meng. 1983. The Discovery of Hyrachyus modestus and Rhodopagus sp. nov. Perissodactyla, Mammatia in Laiwu County, Shandong. Vertebrata PalAsiatica 21(2):103-108",Alternative combination: Rhodopagus laiwuensis,,,Asia
Yimengia yani,11.575,5.45,2,2,, ?????????? 1988,,,,Asia
Yimengia zdanskyi,,,,,,,Can't find specimen,,,Asia
Yindirtemys ambiguus,3.34,2.38,21,22,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Yindirtemys birgeri,3.18,2.2,2,2,,,,,,Asia
Yindirtemys bohlini,1.94,1.49,5,4,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",measured as Bounomys,,,Asia
Yindirtemys deflexus,4.24,2.95,31,25,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Yindirtemys grangeri,,,,,,,Can't find specimen,,,Asia
Yindirtemys shevyrevae,,,,,,"THE CTENODACTYLIDAE (RODENTIA) FROM THE OLIGOCENE OF ULANTATAL (INNER MONGOLIA, CHINA) Author VIANEY-LIAUD, Monique1 ; SCHMIDT-KITTLER, Norbert2 ; MARIVAUX, Laurent",Can't access paper,,,Asia
Yindirtemys suni,4.71,3.49,23,20,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Yindirtemys ulantatalensis,2.63,1.97,18,17,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",measured as Bounomys,,,Asia
Yindirtemys xiningensis,2.08,1.6,1,1,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Yongshengomys extensus,,,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",no m1,,,Asia
Yuanomys zhoui,,,,,,"NEW RODENTS FROM THE EARLIEST EOCENE OF NEI MONGOL, CHINA MENG Jin, LI Chuan-Kui",no m1,,,Asia
Yuanqulestes qiui,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",Can't access paper,,,Asia
Yuesthonyx tingae,6.6,4.7,2,2,,"TONG Yong Sheng WANG Jing Wen FU Jing Fang 2002 YUESTHONYX, A NEW TILLODONT ( MAMMALIA) FROM THE PALEOCENE OF HENAN",,,,Asia
Yuomys altunensis,,,,,,,upper teeth only,,,Asia
Yuomys cavioides,3.7,3.3,2,2,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",,,,Asia
Yuomys eleganes,3.4,3.2,2,2,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",,,,Asia
Yuomys huangzhuangensis,,,,,,,possibly upper teeth only,,,Asia
Yuomys huheboerhensis,2.35,2,1,1,,"First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications Qian Li, Fang-Yuan Mao & Yuan-Qing Wang  Palaeobiodiversity and Palaeoenvironments volume 98, pages259–276 (2018)",,,,Asia
Yuomys minggangensis,4.1,4,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",,,,Asia
Yuomys robustus,,,,,," Hao Gong, Qiang Li & Xijun Ni (2021) New species of Yuomys (Rodentia,
Ctenodactyloidea) from the upper Eocene of eastern Ningxia, China, Journal of Vertebrate
Paleontology, 41:3, e1938099, DOI: 10.1080/02724634.2021.1938099",Upper teeth only,,,Asia
Yuomys weijingensis,,,,,,"Li, Qian, and Meng, Jin 2015 New Ctenodactyloid Rodents from the Erlian Basin, Nei Mongol, China, and the Phylogenetic Relationships of Eocene Asian Ctenodactyloids",no m1,,,Asia
Yupingale weifangensis,2.4,1.5,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Zagmys insolitus,,,,,,"D. Dashzeveg, D. Russel, and L. J. Flynn. 1987. New Glires (Mammalia) from the early Eocene of the People's Republic of Mongolia. I: Systematics and description. Proceedings of the Koninklijke nederlandse akademie van wetenschappen. Series B. Palaeontology, geology, physics, chemistry, anthropology 90(2):133-142",Can't access paper,,,Asia
Zaisanamynodon borisovi,48,30,3,3,,"Zaisanamynodon, a Late Eocene amynodontid (Mammalia, Perissodactyla) from Kazakhstan and China
SG Lucas, RJ Emry, BU Bayshashov - Tertiary Research, 1996",,,,Asia
Zaraalestes minutus,2,1.36,5,5,,Sulimski 1970 ON SOME OLIGOCENE INSECTIVORE REMAINS FROM MONGOLIA,Measured as Ictopidium tatalgolensis Sulimski 1970,,,Asia
Zaraalestes russelli,2.16,1.42,1,1,,"Gerhard Storch; Demberelyin Dashzeveg (1997). Zaraalestes russelli,a new Tupaiodontine Erinaceid (Mammalia, Lipotyphla) from the Middle Eocene of Mongolia",,,,Asia
Zelomys joannes,1.575,1.56,2,2,,"Dawson et al. 2003. ZELOMYIDAE, A NEW FAMILY OF RODENTIA ( MAMMALIA) FROM THE EOCENE OF ASIA",,,,Asia
Zelomys orientalis,1.64,1.52,2,2,,"Wang and Li, 1990 First Paleogene Mammalian Fauna from the Northeast China",,,,Asia
Zeuctherium niteles,,,,,,"????, ???????????",Upper teeth only,,,Asia
Zhailimeryx jingweni,6.6,3.75,2,2,,"Zhailimeryx, A New Lophiomerycid Artiodactyl (Mammalia) from the Late Middle Eocene of Central China and the Early Evolution of Ruminants Jianwei Guo,1 Mary R. Dawson,2,3 and K. Christopher Beard2",,,,Asia
Zhigdenia nemegetica,,,,,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,no m1,,,Asia
Zhongjianoletes chowi,,,,,,,Can't find paper,,,Asia
Zodiocyon zetesios,5,3.6,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Zodiomys longmenensis,1,0.8,1,1,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Zofiagale ergilinensis,3.38,2.75,1,1,,A new Eocene anagalid (Mammalia: Euarchontoglires) from Mongolia and its implications for the group’s phylogeny and dispersal Sergi López-Torres1 & ?ucja Fostowicz-Frelik 2018,,,,Asia
Zoyphiomys grandis,,,,,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",M2 only,,,Asia
Zoyphiomys sinensis,1,0.78,2,2,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
